field_1,centroid_y,centroid_x,Elevation,Depth_avg,Lake_area,Continent
1255,46.27783461,42.90393596,11,0.5,788.34,Europe
1256,46.70680556,30.51843826,0,30.1,109.87,Europe
1257,46.70610229,124.1667625,136,5.2,429.94,Asia
1258,46.4351983,81.27923904,348,2.0,122.86,Asia
1259,46.54433011,35.33182345,0,6.6,221.09,Europe
1260,46.1497899,38.37847236,0,3.2,273.15,Europe
1262,46.20035102,61.8314383,55,6.9,148.78,Asia
1264,46.17513618,33.91130058,0,9.0,208.51,Europe
1265,46.23208296,30.339675,0,16.2,370.47,Europe
1266,46.10416952,34.36369715,0,6.7,468.59,Europe
1268,45.82676446,38.22623049,-5,2.0,106.82,Europe
1278,45.59475898,99.09604881,1311,6.8,277.88,Asia
1284,45.46520413,28.62124751,-1,13.5,225.08,Europe
1286,45.25393745,124.2967119,126,2.7,246.95,Asia
1288,45.04991726,100.6933097,1216,4.2,114.13,Asia
1289,44.99672307,39.26134508,24,11.3,269.16,Europe
1290,44.86442748,82.96221786,194,1.4,564.86,Asia
1292,44.82060212,29.04733325,-1,0.5,510.74,Europe
1296,44.60774643,12.17046406,-3,1.7,103.79,Europe
1297,43.46125983,126.9433662,243,47.4,193.3,Asia
1298,43.47666667,5.080582339,0,23.3,159.05,Europe
1300,43.30284166,116.6498353,1223,7.7,213.64,Asia
1301,43.13752224,12.10277165,253,10.3,119.38,Europe
1302,42.59279609,11.92896073,304,18.3,113.44,Europe
1304,41.96934258,87.05416385,1050,9.1,961.84,Asia
1305,41.84330878,75.15457665,3011,6.5,274.73,Asia
1314,40.95035956,108.8948363,1020,1.0,327.2,Asia
1315,40.64169135,75.30672414,3526,8.5,151.84,Asia
1316,40.61383124,64.52501136,151,3.5,106.09,Asia
1321,40.16991536,28.62460206,1,9.7,118.17,Asia
1322,40.19307671,27.96712751,14,4.8,149.39,Asia
1323,40.04002344,117.5673158,16,13.1,118.62,Asia
1324,39.85276827,64.84624122,220,3.1,183.71,Asia
1325,39.72584689,78.72491665,1111,8.4,102.82,Asia
1327,39.11335548,64.13927871,180,7.1,295.78,Asia
1331,38.86986667,93.87824976,2793,8.2,102.62,Asia
1339,38.11524312,90.7745235,2854,3.5,123.0,Asia
1344,37.5515309,89.33351979,3876,10.0,616.34,Asia
1347,37.50152683,93.94240167,2686,2.4,204.51,Asia
1350,37.14445123,96.94531832,2805,9.9,142.97,Asia
1352,37.0674056,88.42585524,4251,13.6,354.71,Asia
1353,36.96173164,95.22769625,2680,2.0,321.88,Asia
1357,36.35817695,89.39332443,4713,4.1,225.85,Asia
1359,36.01081746,116.2026479,38,8.2,139.85,Asia
1361,36.05646204,140.3266306,0,7.0,168.26,Asia
1365,36.07824273,38.06964193,302,18.2,636.77,Asia
1367,35.73481337,92.88473062,4475,16.6,261.4,Asia
1370,35.54929688,91.91671958,4753,14.7,255.38,Asia
1371,35.30215088,98.56468458,4081,42.7,231.17,Asia
1373,35.20824924,79.85986313,4844,9.6,165.96,Asia
1374,35.22089952,90.31268631,4772,5.5,269.64,Asia
1377,34.94024477,97.69393646,4267,17.4,617.76,Asia
1382,34.95081596,81.56362023,4904,8.5,107.02,Asia
1385,34.91361663,97.25206134,4290,9.0,520.58,Asia
1388,34.60371521,117.2580114,28,3.0,175.3,Asia
1392,34.29715778,42.20337745,138,32.4,339.21,Asia
1395,34.1510454,79.78409442,4961,20.0,113.96,Asia
1396,34.10930651,118.2082243,17,3.9,247.63,Asia
1401,33.94903429,80.90908955,4525,19.7,105.06,Asia
1403,33.60378479,79.70153482,4239,50.0,332.93,Asia
1404,33.49091492,90.3620674,4935,25.7,472.55,Asia
1407,33.27198771,43.5236041,43,2.7,193.38,Asia
1413,32.89374729,78.32081196,4522,35.5,141.25,Asia
1414,32.79990668,35.58865638,-216,23.5,162.06,Asia
1417,32.67556695,111.5626721,134,72.9,286.45,Asia
1419,32.45986437,89.98395722,4615,8.2,149.16,Asia
1423,31.98671563,76.05910915,407,45.2,189.4,Asia
1424,32.0251633,91.47307005,4585,33.7,188.28,Asia
1428,31.71250068,88.02950343,4554,19.2,346.7,Asia
1429,31.55373386,88.77369104,4563,37.9,267.15,Asia
1430,31.57292779,117.4488973,5,2.6,786.91,Asia
1431,31.539874,82.97655146,4716,10.0,498.06,Asia
1433,31.5117787,90.97436753,4529,12.2,148.14,Asia
1434,31.58290283,119.8145211,0,2.9,161.56,Asia
1437,31.40647583,84.07130807,4424,2.3,146.74,Asia
1438,31.4276964,120.7908895,1,1.7,124.24,Asia
1439,31.13594252,88.35462637,4649,32.1,477.0,Asia
1440,31.25253282,90.58831893,4560,18.3,200.64,Asia
1443,31.23709323,84.95750126,4623,11.3,105.95,Asia
1447,31.02196737,87.16095602,4685,8.7,389.33,Asia
1448,30.93733887,89.63755667,4656,5.3,102.74,Asia
1452,30.72032945,81.21745038,4570,32.5,261.27,Asia
1455,30.29074897,32.39543197,0,6.3,205.34,Africa
1456,30.44714166,112.4605426,27,2.9,128.23,Asia
1457,30.27807482,86.40910341,4714,36.3,205.49,Asia
1460,30.16684028,116.4511648,9,5.7,128.37,Asia
1462,30.03285563,114.2061852,17,5.2,101.95,Asia
1463,29.97174533,116.2203687,9,5.5,302.31,Asia
1464,29.85572914,113.3027184,19,2.2,215.13,Asia
1467,29.59611247,118.9621674,100,50.9,424.57,Asia
1468,29.47094309,30.62752972,-47,4.0,233.84,Africa
1472,29.27515554,115.2129453,55,39.2,201.81,Asia
1473,28.97676463,90.92388605,4442,28.2,566.97,Asia
1477,28.560275,90.40034633,5013,36.4,283.19,Asia
1481,24.82579064,75.60078241,346,16.9,171.42,Asia
1483,24.84861051,102.7207603,1886,19.7,298.34,Asia
1484,24.45482063,75.47788714,386,14.0,523.51,Asia
1485,24.49368679,102.8871754,1721,65.3,215.37,Asia
1487,24.08059852,82.76740834,265,26.6,398.8,Asia
1496,22.85595839,79.94916313,414,25.6,153.38,Asia
1497,22.74851468,82.56560745,348,32.9,103.78,Asia
1499,22.75227797,92.14796894,31,19.8,326.94,Asia
1503,21.40887845,84.90416188,122,16.2,310.88,Asia
1506,19.67809399,85.25671111,1,2.5,843.22,Asia
1507,19.53312361,75.22759291,460,10.6,274.87,Asia
1509,18.98419923,78.2652175,329,9.4,335.78,Asia
1519,16.43136244,79.21316458,160,59.2,195.9,Asia
1524,16.02996174,78.0821241,263,16.3,536.42,Asia
1527,14.43247599,32.16528717,380,3.7,933.5,Africa
1530,14.95802895,101.0527779,39,51.5,115.46,Asia
1533,14.72611847,99.03700518,172,51.4,346.4,Asia
1539,13.29627814,40.91125317,-112,13.2,123.6,Africa
1540,13.08642137,-10.37908063,207,25.7,438.38,Africa
1548,11.1795379,41.79218199,240,15.8,311.84,Africa
1551,10.79951389,14.96577039,312,0.4,115.94,Africa
1572,6.416627333,12.76780495,844,12.7,204.93,Africa
1612,-7.021724514,35.84042469,698,7.2,443.68,Africa
1623,-11.09737766,29.67233179,1162,6.5,163.5,Africa
1626,-14.60521349,35.88159581,628,3.9,143.85,Africa
1629,-15.71680505,25.97716665,1029,17.3,328.54,Africa
1634,-17.48183851,48.51130072,752,2.4,172.56,Africa
1639,-20.20251108,127.4508114,269,5.4,127.28,Oceania
1644,-21.95846361,43.69009667,50,5.0,167.1,Africa
1655,-26.20327386,122.4742662,439,0.5,827.24,Oceania
1656,-26.72303277,123.2477769,436,7.1,191.69,Oceania
1657,-26.98916395,28.18294934,1486,11.1,287.81,Africa
1663,-28.0735182,32.47866865,2,16.3,321.88,Africa
1665,-28.74092909,124.4364718,334,7.0,212.69,Oceania
1669,-29.28895345,139.6961826,0,2.9,466.74,Oceania
1672,-29.42805569,121.9614742,346,4.3,182.56,Oceania
1674,-29.67642714,115.7895744,240,6.5,115.19,Oceania
1676,-29.90133735,122.145468,334,4.7,120.66,Oceania
1678,-30.63274526,25.81930324,1259,19.3,294.36,Africa
1687,-32.2002436,135.9705681,118,10.4,246.16,Oceania
1690,-33.99362603,141.2764724,27,6.3,107.51,Oceania
1692,-35.51892008,139.0230041,0,0.6,862.54,Oceania
1696,-38.09542399,147.3152635,1,2.3,146.61,Oceania
1697,-38.18994642,143.4050768,113,5.2,213.31,Oceania
1698,-38.80702732,175.9312567,356,96.6,611.94,Oceania
1704,-44.44581445,169.3182892,347,100.5,147.87,Oceania
1707,-45.18606941,167.7383015,204,168.8,332.56,Oceania
2119,69.78673358,-94.13764796,34,9.9,55.37,North America
2149,69.58186597,-129.9808676,8,7.9,54.96,North America
2166,69.58838341,-110.1462436,103,7.8,65.73,North America
2202,69.37798804,-124.6525467,15,5.5,39.91,North America
2260,68.95128765,-133.6397905,4,4.9,62.96,North America
2317,68.69562864,-125.5342112,170,12.8,40.95,North America
2332,68.67526356,-111.3855292,106,10.9,44.84,North America
2336,68.63460283,-126.0891349,158,15.7,85.71,North America
2408,68.1224807,-126.6196932,213,17.3,65.79,North America
2480,67.84818281,-131.4013948,130,22.9,45.91,North America
2577,67.38642985,-125.9129962,246,14.0,75.03,North America
2718,66.99061778,-128.9349641,197,14.7,51.87,North America
2738,66.90491181,-128.4150993,91,13.5,59.74,North America
2782,66.65425536,-123.9789794,282,4.3,59.2,North America
2811,66.57285641,-113.7863566,429,29.4,68.96,North America
2816,66.66737923,-113.5740449,436,28.4,58.12,North America
2857,66.28330967,-98.47683573,143,10.7,52.26,North America
2882,66.16879005,-127.4205031,60,13.8,88.14,North America
2896,66.23012388,-93.82039185,275,9.6,50.8,North America
2934,66.05513058,-99.31495324,125,13.0,64.75,North America
2949,65.9684283,-123.084452,166,5.0,43.15,North America
3035,65.55975708,-118.6084358,160,8.1,43.41,North America
3052,65.58675003,-50.2286686,470,32.6,54.8,North America
3191,65.06320308,-117.7831612,184,15.4,48.69,North America
3237,64.94119109,-108.6324634,382,6.7,44.29,North America
3251,64.87704498,-116.4362208,263,16.0,11.24,North America
3263,64.88099801,-116.6045166,264,32.1,31.87,North America
3271,64.82920559,-116.4622774,275,21.4,34.66,North America
3273,64.85682815,-112.9739666,407,7.8,66.03,North America
3365,64.48668401,-108.1872476,379,14.1,49.62,North America
3411,64.35722845,-122.0071516,216,3.1,74.88,North America
3430,64.29113014,-97.57412526,121,12.1,98.59,North America
3482,64.17905564,-96.19660348,2,3.7,11.14,North America
3589,63.88887675,-113.6121308,338,10.5,50.13,North America
3602,63.76999696,-95.33905782,51,10.2,64.92,North America
3605,63.72372016,-109.0313733,389,5.7,62.47,North America
3606,63.75860472,-117.1583001,187,17.3,50.84,North America
3634,63.77857909,-100.9704955,203,5.0,60.75,North America
3640,63.71325901,-98.1767255,128,8.6,51.05,North America
3644,63.64431742,-109.9755693,391,15.9,69.51,North America
3682,63.59825508,-100.9689725,229,2.9,31.15,North America
3701,63.46486642,-93.20217347,19,5.4,85.24,North America
3732,63.50405096,-95.2975528,70,24.6,87.45,North America
3777,63.20333785,-118.900635,255,3.6,64.23,North America
3798,63.18890368,-115.9792121,138,14.7,44.87,North America
3809,63.14266413,-98.444556,159,5.4,67.81,North America
3811,63.13514903,-106.1724952,349,5.9,46.97,North America
3835,62.9399492,-122.2365122,394,5.1,68.18,North America
3841,62.9830683,-117.8978754,267,3.1,45.26,North America
3861,62.95072831,-96.45384499,69,12.7,50.62,North America
3897,62.7804683,-107.022643,349,4.3,14.46,North America
3911,62.76713289,-100.6150599,234,20.6,61.54,North America
3949,62.62194144,-117.9302904,265,3.7,53.81,North America
3970,62.57328311,-100.7016476,225,29.9,52.78,North America
4003,62.37865569,-110.414239,153,26.0,26.66,North America
4013,62.32331042,-119.3777187,616,19.6,50.96,North America
4030,62.27959234,-103.2843606,285,8.5,61.72,North America
4089,62.07392071,-116.5841517,187,5.7,85.94,North America
4112,61.99715987,-97.68905452,139,9.0,94.38,North America
4144,61.82820955,-106.3246897,390,5.0,96.93,North America
4151,61.78913147,-122.7354623,321,7.6,47.56,North America
4283,61.34997721,-105.6353116,365,14.0,87.2,North America
4337,61.18928566,-102.2468295,343,9.8,60.88,North America
4396,61.02908085,-96.2512948,139,6.5,75.37,North America
4419,61.03523577,-163.2614045,10,1.0,50.46,North America
4433,60.93910301,-121.619868,507,2.7,42.8,North America
4477,60.84867411,-98.63481575,266,7.7,49.62,North America
4495,60.85591388,-98.79232662,249,9.2,61.25,North America
4506,60.67791411,-103.779526,344,6.3,58.53,North America
4528,60.68828131,-96.5290771,129,4.8,43.18,North America
4569,60.50589572,-99.16813512,274,4.1,14.83,North America
4654,60.22319044,-114.6408413,258,5.4,74.0,North America
4655,60.333228,-75.28025766,159,12.0,58.81,North America
4657,60.28848719,-111.0056942,250,20.8,43.23,North America
4666,60.27442137,-100.7992326,320,7.4,57.72,North America
4754,59.884326,-75.28597055,138,7.8,80.8,North America
4769,59.94973855,-163.2718939,3,1.3,37.62,North America
4787,59.86795381,-123.3015886,410,7.7,47.92,North America
4793,59.88987994,-110.1074345,312,14.7,52.8,North America
4816,59.77994726,-158.7406607,38,37.9,47.1,North America
4882,59.66125383,-158.7604638,26,32.3,90.72,North America
4906,59.51714588,-103.8613272,368,7.7,48.26,North America
4912,59.51210756,-108.5557784,240,26.8,47.68,North America
4956,59.38698188,-73.62430695,137,3.4,19.9,North America
4974,59.3619333,-158.8910199,4,21.0,84.02,North America
4989,59.1694379,-107.182105,230,5.0,79.92,North America
5043,59.08343761,-121.1341974,621,3.3,81.24,North America
5055,58.95756739,-115.3999086,823,13.5,78.85,North America
5063,59.03308313,-114.4651626,658,10.0,47.14,North America
5068,58.92053292,-105.7814634,276,6.0,29.05,North America
5072,58.90842632,-100.402882,321,4.0,47.65,North America
5101,58.84280647,-105.757599,278,9.9,50.77,North America
5104,58.86355875,-99.75839821,286,4.1,48.56,North America
5203,58.50199503,-155.8977172,20,28.0,75.13,North America
5213,58.55953918,-97.25421421,300,2.9,42.45,North America
5242,58.42819797,-112.1996101,207,1.1,21.59,North America
5246,58.39560078,-111.0562969,208,2.3,77.39,North America
5316,58.02780492,-75.16453084,166,7.5,43.3,North America
5323,58.00116097,-100.288364,359,2.7,47.5,North America
5336,57.92602778,-106.909186,391,9.9,48.69,North America
5345,57.926451,-107.1561569,433,10.6,42.46,North America
5354,57.83527137,-96.87082435,268,5.4,69.94,North America
5364,57.90630991,-104.8888647,509,14.0,47.03,North America
5435,57.56123785,-74.67638106,189,23.2,51.48,North America
5460,57.41657524,-112.710412,719,13.2,43.31,North America
5648,56.65434783,-100.2287388,265,12.5,69.6,North America
5677,56.58540071,-95.84140419,189,3.9,24.25,North America
5681,56.5793856,-96.00014832,189,3.1,22.53,North America
5761,56.33123869,-95.32839507,152,3.0,29.98,North America
5763,56.31961136,-110.0152494,463,2.8,57.85,North America
5779,56.23637049,-117.7829476,640,3.6,48.82,North America
5783,56.21572877,-96.5277198,176,11.1,65.08,North America
5808,56.18387503,-98.28481115,249,10.9,53.09,North America
5815,56.06880321,-100.4844173,262,14.4,45.85,North America
5829,56.12749415,-100.1965047,264,9.2,49.74,North America
5839,56.09628505,-97.19170867,201,5.8,51.9,North America
5860,55.92865526,-107.6846245,413,5.3,50.06,North America
5889,55.90404504,-113.7654624,539,7.0,62.13,North America
5890,55.90319196,-61.46905762,0,10.2,41.39,North America
5962,55.78246959,-105.0845646,372,19.2,62.19,North America
5985,55.56043226,-108.3271463,427,2.9,81.77,North America
5999,55.55301481,-93.23410597,151,4.0,58.8,North America
6003,55.55823678,-95.71280202,193,3.0,43.97,North America
6020,55.57648477,-98.54739524,233,9.7,72.59,North America
6025,55.49292448,-95.75083058,193,3.1,66.93,North America
6033,55.45093867,-106.4632411,380,7.5,48.89,North America
6152,55.10003765,-108.5265373,466,32.2,67.25,North America
6162,55.10463111,-117.5244085,673,10.0,47.57,North America
6164,55.04480828,-94.16541916,172,3.6,81.78,North America
6171,55.08616033,-92.84015259,152,2.4,50.34,North America
6192,54.97841605,-102.6600823,307,10.8,19.0,North America
6236,54.88818235,-108.1311179,451,10.8,92.79,North America
6241,54.86027329,-98.17527791,186,6.3,44.98,North America
6289,54.78358499,-64.07733692,486,2.0,45.32,North America
6334,54.60036696,-92.70845815,191,3.8,99.95,North America
6351,54.62331205,-92.30885239,186,2.6,46.32,North America
6354,54.55613089,-97.80802944,205,7.2,64.15,North America
6402,54.51315011,-97.62269931,205,5.6,38.91,North America
6403,54.4921713,-105.9672458,584,7.5,75.28,North America
6407,54.52311909,-92.23044201,184,4.9,53.82,North America
6409,54.50777556,-94.88566649,181,6.1,83.74,North America
6411,54.48064254,-108.4651178,468,9.2,84.72,North America
6413,54.55366728,-95.44938708,185,11.2,86.0,North America
6414,54.4683121,-107.4348466,463,7.4,94.4,North America
6415,54.50659421,-96.71147026,222,4.3,83.85,North America
6418,54.47536396,-99.68306724,260,5.6,78.36,North America
6444,54.44025246,-104.1137253,389,3.7,81.22,North America
6490,54.36300095,-102.5760525,288,4.1,48.06,North America
6495,54.3670937,-87.53721554,101,2.6,51.52,North America
6498,54.34267997,-76.99446155,182,4.3,46.93,North America
6545,54.15017265,-110.6817784,555,17.0,68.49,North America
6584,54.0828855,-124.7118791,666,29.0,54.13,North America
6596,54.02402368,-100.6672954,253,1.4,81.71,North America
6603,54.08458252,-106.4459664,535,20.6,59.25,North America
6619,53.97613054,-69.05664136,537,3.2,40.45,North America
6632,53.96070995,-106.1937609,529,22.1,70.12,North America
6645,53.91053951,-84.3812088,102,2.7,58.53,North America
6669,53.91700773,-110.3225021,569,14.1,57.47,North America
6671,53.96725388,-65.85416135,480,6.1,91.74,North America
6734,53.70522517,-114.3932528,720,7.2,55.83,North America
6757,53.65579093,-100.2231984,254,2.2,22.35,North America
6764,53.64769159,-101.0747483,254,1.0,27.85,North America
6775,53.65834906,-115.3812393,785,6.9,73.41,North America
6797,53.59795171,-108.8767106,629,8.5,45.35,North America
6830,53.62332315,-108.6015922,651,4.9,67.43,North America
6835,53.44540344,-107.5750022,580,1.8,55.16,North America
6993,53.07888523,-108.4135575,525,9.0,71.7,North America
7014,53.02308523,-114.0533928,845,10.0,97.41,North America
7029,52.93500807,-91.71504613,284,3.4,71.03,North America
7036,52.90180513,-90.8760932,296,5.1,27.36,North America
7055,52.87941348,-99.35979872,254,5.9,48.32,North America
7057,52.82769732,-99.48075706,254,3.9,75.32,North America
7084,52.76230203,-96.58162771,231,7.5,54.63,North America
7120,52.69114354,-107.1716676,498,6.8,49.44,North America
7142,52.61255968,-105.2791389,507,3.1,34.5,North America
7173,52.51727903,-92.93365592,321,10.5,66.8,North America
7175,52.50727661,-104.9750012,521,2.9,74.84,North America
7191,52.53924287,-113.9940367,895,4.6,79.28,North America
7204,52.42069379,-99.40316491,258,1.9,55.1,North America
7209,52.48002233,-112.8599075,775,3.9,86.19,North America
7237,52.35723558,-114.1578745,933,15.0,42.38,North America
7430,51.54396507,-68.78464512,485,11.4,24.55,North America
7449,51.47803404,-85.58767284,152,2.1,49.15,North America
7453,51.5610494,-102.6709995,481,3.9,46.74,North America
7494,51.42286548,-91.87811035,388,4.9,50.95,North America
7563,51.26254835,-93.83819855,366,8.5,55.15,North America
7603,51.10020605,-56.6913152,52,13.6,50.01,North America
7621,50.96218127,-87.83301294,298,10.9,76.87,North America
7638,50.99191645,-77.3870196,240,5.6,46.24,North America
7718,50.79235342,-68.5021292,357,24.5,67.68,North America
7721,50.75036822,-93.48681714,345,12.4,86.77,North America
7748,50.71454841,-71.32201181,436,10.4,62.71,North America
7773,50.48928774,-97.67979262,257,1.0,32.12,North America
7774,50.57029615,-87.41246259,300,9.8,48.84,North America
7837,50.44060679,-111.9434597,764,1.9,61.28,North America
7862,50.29868589,-97.97760231,245,1.0,21.88,North America
7891,50.19339906,-57.51879479,2,10.1,32.08,North America
7930,50.04478843,-92.26161756,363,10.5,69.39,North America
7960,49.94414269,-78.15476436,246,4.3,87.43,North America
8036,49.68087583,-100.7418575,426,1.0,29.42,North America
8088,49.4320453,-85.05418043,295,7.1,53.95,North America
8096,49.34149035,-76.3655724,287,14.8,70.3,North America
8127,49.36054844,-88.87950829,249,18.8,48.89,North America
8136,49.24153831,-95.68366621,341,2.8,68.57,North America
8201,48.97581373,-57.001987,308,5.1,54.43,North America
8202,49.07040634,-76.96917148,275,12.2,48.19,North America
8270,48.66195783,-80.94028685,271,10.1,38.67,North America
8276,48.68525928,-92.63672708,334,8.1,14.4,North America
8294,48.47463253,-79.24360845,263,12.2,47.94,North America
8341,48.34508613,-56.21152295,246,6.9,90.62,North America
8377,48.05746514,-77.90249535,291,9.7,95.88,North America
8388,48.17200745,-56.00544198,184,9.4,49.76,North America
8408,48.10261837,-77.21619465,316,5.6,51.39,North America
8411,48.05810404,-92.90249698,390,6.4,46.62,North America
8481,47.59192123,-74.10428801,405,20.5,50.31,North America
8484,47.61652262,-101.2468285,557,4.2,61.15,North America
8514,47.35287503,-94.56829467,393,9.0,18.81,North America
8567,47.10425082,-88.50502083,179,13.5,47.41,North America
8580,47.0242281,-119.4022325,314,6.8,60.7,North America
8609,47.06136196,-79.4056019,174,27.9,49.06,North America
8633,46.71478312,-100.1537463,519,3.5,60.26,North America
8638,46.63242058,-96.01789295,397,2.0,14.44,North America
8641,46.562587,-95.98742032,397,9.0,24.06,North America
8645,46.49809224,-89.57611539,391,6.5,52.64,North America
8713,46.11756416,-61.17872254,57,18.9,57.18,North America
8718,46.22084986,-69.29579349,286,2.5,52.48,North America
8736,46.04593878,-89.65859601,490,11.0,15.24,North America
8770,45.83290706,-82.29252256,209,14.7,56.24,North America
8783,45.68839972,-96.76079702,295,6.1,42.55,North America
8793,45.75705696,-82.20034631,193,11.7,38.13,North America
8804,45.71867226,-67.81708407,131,2.2,63.34,North America
8817,45.58216933,-84.7036448,214,7.8,14.66,North America
8819,45.50230197,-84.53514677,175,12.3,67.14,North America
8838,45.46944214,-84.68201923,177,16.1,69.09,North America
8848,45.23695576,-85.07457529,172,18.5,68.39,North America
8854,45.29628379,-74.13708874,37,2.3,13.82,North America
8859,45.27907748,-97.30773018,543,1.7,24.43,North America
8924,44.79371977,-111.245988,1992,13.5,48.12,North America
8966,44.56825912,-97.07844938,499,5.4,30.61,North America
8976,44.5288925,-69.83153,73,1.6,33.91,North America
8993,44.34937856,-84.73796986,343,5.7,80.24,North America
9015,44.26105058,-97.45303598,510,2.6,48.75,North America
9032,43.91716132,-77.20523405,73,3.8,11.49,North America
9046,43.7479735,-71.52767555,170,2.4,26.8,North America
9074,43.19127869,-74.16211273,229,10.0,97.56,North America
9078,43.2378146,-86.29323587,175,5.0,16.49,North America
9086,43.12837789,-89.42022411,258,4.8,41.12,North America
9100,42.87298679,-88.9636817,235,7.5,43.7,North America
9124,42.40332425,-72.29846994,159,23.2,96.11,North America
9129,42.17626112,-79.42896862,399,2.7,53.34,North America
9151,41.58898759,-80.5190908,305,9.9,55.19,North America
9182,40.52241288,-84.49820459,264,3.7,49.75,North America
9243,38.58198235,-122.2164203,131,29.6,66.28,North America
9340,35.76850898,-76.46340072,2,3.7,63.07,North America
9360,35.47666233,-114.6724255,198,22.7,98.68,North America
9411,34.06536957,-95.4136531,127,32.8,47.87,North America
9420,33.7489955,-93.9799983,81,24.5,93.21,North America
9427,33.59015473,-80.49141157,23,4.3,62.05,North America
9430,33.41835714,-97.01490152,194,34.7,68.71,North America
9432,33.31926778,-95.65173724,134,24.3,40.44,North America
9443,33.13063137,-96.99949649,157,39.2,65.48,North America
9460,32.90292657,-96.49256787,135,9.0,79.89,North America
9475,32.45170112,-90.02818424,89,47.2,89.1,North America
9484,32.21917209,-95.48194261,109,6.9,47.09,North America
9485,32.11416138,-95.46160411,109,45.0,28.66,North America
9509,30.93645684,-95.29306994,42,6.4,13.75,North America
9512,30.85355075,-95.22692827,42,8.5,61.81,North America
9523,30.48227281,-95.58637379,63,9.3,27.28,North America
9526,30.39507378,-95.57747638,63,20.0,43.7,North America
9528,30.31915337,-96.56795132,72,29.1,43.58,North America
9533,30.02014404,-93.41628085,1,1.0,58.97,North America
9543,29.92086263,-90.57789972,1,1.5,69.92,North America
9547,29.88931957,-91.15762907,3,3.3,56.78,North America
9597,28.75662387,-81.81072046,18,7.7,72.33,North America
9605,28.49208062,-98.35580523,60,24.3,55.08,North America
9622,27.91165209,-109.8312567,70,43.3,74.84,North America
9630,27.50983025,-114.0886118,0,1.7,61.83,North America
9634,27.48235548,-100.657189,258,16.6,83.89,North America
9636,27.37156589,-81.2996764,11,2.4,91.0,North America
9639,27.25026177,-109.0936095,111,66.4,15.27,North America
9690,22.72282681,-80.17532364,32,2.5,59.3,North America
9691,22.63973891,-98.72431416,50,2.1,66.78,North America
9692,22.41021457,-98.21210536,0,2.0,31.32,North America
9695,22.34643975,-98.12863257,0,5.2,57.98,North America
9702,22.21686361,-98.08382579,0,1.2,64.04,North America
9704,22.19552843,-105.3406297,0,1.4,22.76,North America
9705,22.14347724,-97.89102297,0,7.6,87.55,North America
9713,21.84925578,-79.39961886,33,24.7,41.27,North America
9738,19.9249093,-100.9267181,1831,7.3,62.04,North America
9739,19.61409917,-101.6488839,2037,11.6,77.01,North America
9760,18.58222371,-92.15633897,5,4.8,86.48,North America
9761,18.40562859,-91.78566841,-3,3.1,58.93,North America
9763,18.40758884,-95.06750723,336,30.6,72.49,North America
9785,17.35164551,-88.32813136,2,1.3,39.85,North America
