field_1,centroid_y,centroid_x,Elevation,Depth_avg,Lake_area,Continent
10233,-14.47898749,-71.21991219,3956,41.8,55.32,South America
10243,-14.91822673,-55.76362717,258,52.6,49.39,South America
10246,-15.29060104,-73.69181782,3274,3.0,70.14,South America
10261,-15.72757267,-70.74194268,4174,12.5,64.14,South America
10311,-18.57956679,-49.45731978,434,9.2,56.54,South America
10368,-25.30848343,-57.33655865,60,8.4,57.82,South America
10381,-26.17322394,-57.47926984,56,2.2,43.78,South America
10402,-28.07470866,-56.71759564,66,1.2,15.64,South America
10406,-28.07274753,-56.78313366,65,2.2,86.14,South America
10423,-29.18650906,-49.69658461,-1,1.2,37.6,South America
10436,-29.8042372,-50.19204245,0,3.8,47.32,South America
10441,-29.92975911,-50.37170834,8,9.1,90.35,South America
10455,-30.52954654,-50.62979049,-1,1.0,16.47,South America
10464,-31.38017402,-60.54546639,11,1.8,85.53,South America
10470,-32.21321628,-64.48537243,531,12.1,46.45,South America
10474,-32.62169,-55.75249233,73,3.2,13.42,South America
10490,-33.71459934,-61.47021107,84,1.5,93.81,South America
10500,-34.3188189,-53.93230511,-4,2.2,69.56,South America
10530,-35.95588559,-62.52340084,78,2.7,37.36,South America
10537,-36.84416945,-62.06605637,107,2.6,85.72,South America
10539,-36.92097955,-62.31581571,105,2.4,49.83,South America
10540,-37.03023166,-62.66388744,103,2.5,70.28,South America
10560,-38.61735311,-63.08779956,-21,3.8,56.64,South America
10567,-38.91743245,-71.1416145,1153,18.9,55.9,South America
10573,-39.13215441,-71.7782497,470,80.0,49.01,South America
10583,-40.27874471,-72.02954245,90,82.9,48.32,South America
10590,-40.65218452,-70.97818575,695,60.2,53.39,South America
10593,-40.58730116,-71.49249673,805,84.9,74.91,South America
10602,-42.16072734,-71.63996731,192,87.3,44.41,South America
10614,-43.02105659,-71.75875493,482,68.2,82.16,South America
10626,-44.91368734,-71.50899881,926,24.5,80.7,South America
10638,-46.93437297,-72.85592724,204,91.7,66.09,South America
10652,-48.01058377,-72.31239569,798,60.9,39.61,South America
10665,-49.91397841,-73.21916067,302,52.6,10.88,South America
10674,-51.88718391,-72.32339683,7,5.9,72.53,South America
10675,-52.03125,-72.46734346,49,11.5,82.08,South America
10686,-53.9568925,-69.40792476,150,24.4,50.89,South America
10690,-54.40690036,-67.73598753,43,25.6,42.89,South America
10787,72.86541646,89.14609178,75,14.0,44.22,Europe
10851,71.78849521,88.58014134,5,8.7,51.17,Europe
10993,70.85000814,138.3844613,6,1.9,99.45,Europe
11089,70.19375,87.70416701,45,21.1,70.19,Europe
11151,69.6604625,24.21063733,356,25.2,67.68,Europe
11192,69.38875732,160.1112531,6,3.4,70.35,Europe
11217,69.234351,28.03897394,108,6.4,43.3,Europe
11237,69.16443278,70.13612774,7,8.4,46.44,Europe
11357,68.66381565,154.9067939,18,4.4,46.03,Europe
11411,68.36787245,154.9862329,27,2.8,23.65,Europe
11419,68.36041667,151.9744773,2,14.4,50.71,Europe
11425,68.38532579,155.1597268,10,3.9,64.35,Europe
11443,68.30517849,89.66456172,48,7.6,13.91,Europe
11445,68.2804267,71.07193169,27,7.8,65.54,Europe
11468,68.18123305,151.1584271,5,8.5,14.42,Europe
11593,67.70706855,154.5016749,11,8.9,52.22,Europe
11642,67.24394124,50.26089401,17,1.0,48.22,Europe
11663,67.06518625,18.35082725,456,18.2,92.02,Europe
11666,67.0345364,34.12428719,31,6.8,79.81,Europe
11704,66.69800975,18.71718862,401,11.5,60.4,Europe
11707,66.59170803,85.32052438,52,17.2,44.23,Europe
11716,66.5939085,24.38139347,63,14.3,53.35,Europe
11781,66.11254137,64.01876085,24,5.7,51.95,Europe
11791,66.0732765,18.03249146,411,7.9,35.38,Europe
11804,66.04574856,47.98425839,60,5.7,42.72,Europe
11810,65.97890218,46.23371973,42,5.6,11.13,Europe
11834,65.80641775,28.46774807,219,9.7,43.03,Europe
11866,65.50104167,91.21767274,373,14.7,58.99,Europe
11902,65.17891375,-19.65747297,451,7.5,53.44,Europe
11916,65.05923258,33.35320414,54,7.7,52.2,Europe
11976,64.574184,13.96099625,302,7.6,65.52,Europe
11991,64.44292399,34.02360475,84,9.4,40.97,Europe
12019,64.20038375,27.89859997,117,12.3,94.45,Europe
12021,64.10151028,34.30615038,40,16.6,83.32,Europe
12051,64.075367,13.04125427,438,7.5,16.52,Europe
12060,63.96459757,35.13664555,63,7.4,71.8,Europe
12093,63.75833333,35.45836753,91,6.0,48.6,Europe
12101,63.65616455,34.23991933,78,4.6,55.28,Europe
12150,63.475,33.025,105,18.3,80.05,Europe
12163,63.37928125,25.48652617,101,7.1,45.97,Europe
12213,63.03768125,12.00749954,712,9.5,65.51,Europe
12234,62.83155178,35.37500044,118,11.0,46.39,Europe
12250,62.6193635,25.76597633,87,16.6,97.6,Europe
12266,62.719949,25.44580171,120,17.3,59.6,Europe
12284,62.60315416,34.06255182,48,10.9,81.44,Europe
12300,62.54556071,162.3601286,27,3.5,47.01,Europe
12336,62.38958333,33.81814858,27,18.4,41.87,Europe
12341,62.31156616,33.7363607,34,15.5,15.3,Europe
12404,62.05330539,38.21878631,68,19.7,69.56,Europe
12406,62.084375,72.92083392,70,2.1,41.24,Europe
12424,62.014437,27.38068939,81,10.3,19.62,Europe
12465,61.87077025,16.73245126,32,15.0,79.88,Europe
12472,61.78333333,32.99270856,90,17.6,74.68,Europe
12482,61.8048365,16.72497792,34,14.1,49.86,Europe
12491,61.71875,38.08958322,134,14.5,51.72,Europe
12507,61.5482076,32.72924086,68,24.3,53.94,Europe
12591,61.11690335,76.72310625,46,2.5,49.77,Europe
12609,61.07247475,14.54801963,145,9.2,52.1,Europe
12614,60.98036175,26.42770274,50,19.7,61.51,Europe
12628,60.9220125,26.42664705,53,11.6,14.32,Europe
12639,60.85833333,65.21353994,43,13.2,49.31,Europe
12689,60.57348125,16.70510879,47,9.4,69.93,Europe
12690,60.57916599,38.88020732,104,2.7,13.26,Europe
12691,60.64999186,64.98022309,36,14.1,88.67,Europe
12710,60.55947401,63.92800597,38,3.2,85.76,Europe
12717,60.5305055,15.65328674,108,10.3,63.19,Europe
12760,60.2125,68.375,15,12.4,42.16,Europe
12791,60.07245075,15.57367949,102,14.4,34.77,Europe
12809,59.844669,18.59955034,15,7.2,23.14,Europe
12810,59.91262425,15.98598806,80,10.6,34.5,Europe
12813,59.88566225,8.025768113,911,55.0,77.99,Europe
12840,59.62624264,66.33467484,35,4.6,65.54,Europe
12874,59.43405068,143.9350898,0,3.3,36.12,Europe
12881,59.5134795,12.69638022,47,24.5,99.12,Europe
12886,59.34235833,67.01365144,46,2.0,43.96,Europe
12933,58.91819722,66.865537,46,3.4,76.82,Europe
12946,58.77981696,42.62084483,148,2.2,48.93,Europe
12951,58.7735325,14.44825834,118,22.9,93.52,Europe
12959,58.64575125,15.97405298,22,18.7,76.28,Europe
12965,58.491794,15.6287701,34,13.1,94.55,Europe
12969,58.40889703,42.282747,98,4.6,72.0,Europe
13003,57.90617,12.42947666,58,15.2,54.34,Europe
13026,57.56618191,34.44539174,159,5.8,74.18,Europe
13032,57.44694444,33.3737636,219,6.3,15.18,Europe
13035,57.44893894,27.0880117,181,7.4,14.96,Europe
13043,57.250675,14.34704975,181,10.6,33.78,Europe
13070,57.0710155,14.02208274,143,7.0,42.4,Europe
13088,56.76569444,26.86280555,89,2.8,80.62,Europe
13091,56.76583605,38.77994744,134,6.5,50.66,Europe
13104,56.64056925,14.13640805,134,8.0,45.87,Europe
13112,56.55901272,27.61248383,135,4.5,11.77,Europe
13120,56.41842925,14.85459283,93,10.2,19.8,Europe
13122,56.36361925,8.179677142,-2,1.6,62.03,Europe
13125,56.33041667,27.43873891,159,5.4,54.7,Europe
13138,56.23263618,31.24842009,162,5.1,59.41,Europe
13140,56.19891846,-3.381310592,106,4.1,13.26,Europe
13149,56.1436693,28.45870643,122,5.3,14.82,Europe
13155,56.05305827,71.55516919,96,6.2,73.39,Europe
13156,56.11016375,14.44629111,4,11.9,49.85,Europe
13159,56.04726807,28.17894579,126,3.3,48.98,Europe
13161,56.10611111,31.1947364,165,6.6,53.38,Europe
13166,56.02304728,27.31258644,154,4.1,16.0,Europe
13169,56.15653334,-4.657379747,9,34.0,68.45,Europe
13175,55.985257,14.21960833,-2,1.0,16.76,Europe
13176,55.98095866,60.70012741,230,11.6,30.27,Europe
13178,55.892476,13.47429276,53,5.2,14.34,Europe
13179,55.92951416,60.80976552,230,5.3,35.83,Europe
13182,55.873306,13.54839428,53,5.3,24.63,Europe
13184,55.86471408,23.29833377,126,2.6,11.69,Europe
13186,55.91493327,34.89237017,209,10.5,40.89,Europe
13193,55.8306996,30.3876839,148,3.5,12.22,Europe
13196,55.78833333,61.55335459,167,2.1,56.24,Europe
13214,55.71465671,60.93994009,216,3.5,19.33,Europe
13223,55.6873253,61.05599809,212,3.2,39.72,Europe
13241,55.57501777,11.28538113,-1,2.9,11.93,Europe
13242,55.59444444,89.55631854,296,13.2,59.94,Europe
13258,55.41315809,68.73252301,114,2.3,49.32,Europe
13263,55.38110297,30.03156425,160,7.8,10.45,Europe
13313,54.93722752,62.25187982,167,2.3,22.24,Europe
13322,54.82945534,112.2603312,1165,12.7,58.42,Europe
13324,54.85610833,26.78524818,161,11.4,78.17,Europe
13335,54.71204571,17.36655394,-4,3.0,69.71,Europe
13344,54.64640306,71.73178196,50,2.7,83.35,Europe
13348,54.58978494,61.55701308,205,2.5,42.4,Europe
13359,54.54763889,78.48979469,101,2.2,76.91,Europe
13361,54.50069444,54.06885869,164,9.9,19.01,Europe
13369,54.44508484,-7.778814873,41,11.9,98.32,Europe
13383,54.30244334,10.43955819,34,4.8,19.9,Europe
13397,54.11138889,64.55480493,84,1.5,47.06,Asia
13431,53.80735582,12.85965984,-2,4.2,31.52,Europe
13443,53.80345045,-7.320808682,60,3.9,17.14,Europe
13454,53.73249186,11.46406289,34,7.8,33.16,Europe
13462,53.57639092,109.0430277,450,1.0,58.06,Europe
13463,53.64087904,11.46116343,35,9.9,24.46,Europe
13471,53.52848036,78.5555957,108,2.9,41.13,Europe
13472,53.46597358,14.6795693,0,1.7,52.34,Europe
13475,53.50088603,12.57298931,60,5.1,19.05,Europe
13516,53.16485012,63.15112432,191,1.7,59.85,Asia
13521,53.00463759,45.33190381,143,20.2,85.77,Europe
13529,53.00849094,68.28413361,321,7.9,51.74,Asia
13575,52.68722222,65.8360943,197,3.4,50.59,Asia
13576,52.65625,111.6374845,942,3.1,54.47,Europe
13586,52.60098307,65.59359209,198,2.9,62.29,Asia
13595,52.51298041,8.338317229,34,1.1,12.83,Europe
13601,52.47328342,9.328962714,35,3.3,26.85,Europe
13610,52.39135159,96.48986609,941,17.3,51.36,Europe
13632,52.20694444,112.8778394,960,9.0,57.75,Europe
13635,52.15625,112.7353799,959,7.1,52.19,Europe
13647,51.96462904,75.71050585,70,1.8,87.42,Asia
13653,51.8493997,140.4893756,1,11.3,70.31,Europe
13663,51.82927748,80.89919201,216,7.7,46.36,Europe
13668,51.65684964,24.30494053,150,1.2,10.41,Europe
13676,51.52397949,23.73640812,158,1.7,13.89,Europe
13705,51.0945752,81.92693368,284,6.4,42.51,Europe
13715,50.9012344,74.0369112,376,4.2,58.52,Asia
13746,50.46430827,17.11896698,207,9.4,13.29,Europe
13751,50.47773329,69.6432981,305,1.3,50.4,Asia
13760,50.44710395,69.4122425,304,1.6,45.06,Asia
13775,50.14229031,68.37932064,315,2.6,71.68,Asia
13778,50.09708333,73.03538287,486,4.3,44.85,Asia
13824,49.52253367,115.5658717,565,2.8,97.54,Asia
13829,49.5283008,32.69519069,77,4.2,35.69,Europe
13863,49.15975491,96.57934334,1666,7.0,78.19,Asia
13870,49.10590912,91.89362341,1571,6.7,72.05,Asia
13885,48.85614475,63.73647807,101,5.5,88.76,Asia
13919,48.63800707,114.4102987,657,2.2,64.62,Asia
13921,48.71234619,14.05582283,725,7.0,43.78,Europe
13940,48.39537584,83.82577636,386,1.2,34.77,Asia
13941,48.39485847,83.9306093,387,1.1,15.37,Asia
13962,48.00724182,11.1199311,531,15.6,44.98,Europe
13966,47.90903042,11.30869111,583,22.6,54.77,Europe
13969,47.8691586,13.54451192,467,37.5,44.14,Europe
13970,47.88137709,12.47453304,515,7.7,75.05,Europe
13995,47.54179294,33.62925664,86,2.3,15.02,Europe
13997,47.45957791,34.38800816,4,6.5,14.24,Europe
14041,46.82073907,125.1332274,146,1.0,49.96,Asia
14063,46.61828915,143.253357,0,11.1,43.98,Europe
14104,46.24017822,38.37194213,-3,2.0,99.17,Europe
14109,46.23392497,34.19801407,0,3.7,60.92,Europe
14150,45.89467326,37.96566671,-5,1.1,17.83,Europe
14153,45.92098985,124.449095,125,1.8,73.78,Asia
14167,45.72803358,5.867081077,230,68.9,42.56,Europe
14177,45.70889676,123.8688392,125,2.1,98.83,Asia
14203,45.58965034,29.20453994,-1,7.4,51.52,Europe
14204,45.47423191,28.07247805,0,4.5,22.3,Europe
14209,45.49292508,28.97813956,-1,5.0,59.54,Europe
14214,45.42398546,28.33685151,0,7.1,88.79,Europe
14217,45.28084581,37.46920911,-5,3.4,57.06,Europe
14229,45.2017391,33.48175132,-2,3.5,74.3,Europe
14232,45.12952691,39.52787781,24,4.4,51.88,Europe
14234,45.14814426,29.18190605,-1,1.0,14.65,Europe
14238,45.09141032,29.48950377,-1,1.0,13.73,Europe
14240,45.13721707,-1.110748881,12,7.6,57.66,Europe
14244,45.01713976,74.04366818,338,3.6,32.65,Asia
14249,45.04005697,41.75082741,229,9.7,41.51,Europe
14260,44.91554826,28.76569832,-2,8.5,18.81,Europe
14261,44.87044433,29.19417326,-3,1.0,20.2,Europe
14289,44.47966417,-1.154699281,20,7.5,55.14,Europe
14300,44.23160678,42.29584698,620,3.5,38.82,Europe
14302,44.24832004,28.59964402,-1,3.9,16.48,Europe
14305,44.15479472,27.63633972,7,13.5,19.59,Europe
14316,43.88439379,125.8261866,182,25.8,58.11,Asia
14331,43.68536431,76.57532472,618,5.5,61.98,Asia
14332,43.6653382,92.76459591,1577,1.6,32.43,Asia
14338,43.61707594,144.3103006,119,37.4,78.54,Asia
14339,43.53958333,59.83414757,49,1.0,27.24,Asia
14344,43.48332954,58.37675875,49,1.4,57.55,Asia
14353,43.39297743,3.605121568,-2,3.7,68.64,Europe
14354,43.39994595,70.68474315,403,3.6,46.93,Asia
14355,43.41319444,58.54716615,49,1.0,25.31,Asia
14357,43.40955905,114.8849945,1008,3.5,57.32,Asia
14360,43.36125854,73.96931883,509,13.3,46.51,Asia
14372,43.04079325,70.69290429,436,1.3,77.28,Asia
14379,43.00802795,-3.932367244,834,9.9,54.28,Europe
14395,42.73899116,69.06475416,256,2.5,54.48,Asia
14405,42.60190606,140.895789,80,52.5,69.96,Asia
14430,42.12072035,12.23011699,161,23.2,56.97,Europe
14434,41.98250488,24.18890397,1104,16.1,18.93,Europe
14438,41.87861966,15.74540699,-4,15.7,64.24,Europe
14442,41.86736247,-2.717709045,1077,16.0,14.31,Europe
14471,41.24259304,-6.24929383,707,71.5,37.05,Europe
14478,41.19592855,23.14375758,30,8.7,53.42,Europe
14485,40.95135512,67.96553757,243,1.0,37.24,Asia
14495,40.98228923,46.0521964,145,11.0,73.64,Asia
14499,40.93339545,19.49798521,-7,2.5,40.24,Europe
14510,40.717213,30.2432234,30,13.0,45.31,Asia
14514,40.66242106,23.54538961,30,9.9,65.2,Europe
14520,40.56802083,112.6919056,1218,2.7,86.94,Asia
14521,40.56941827,87.52488995,855,1.0,37.03,Asia
14555,40.09964044,-5.311261698,306,8.4,10.11,Europe
14556,40.10114068,77.34982133,1551,2.7,48.45,Asia
14572,39.82287091,78.95015501,1100,2.4,36.48,Asia
14575,39.72486111,79.02290992,1100,4.4,47.49,Asia
14629,39.09714749,109.8815467,1223,3.3,46.41,Asia
14651,38.91493079,64.66136182,239,13.9,65.15,Asia
14660,38.79641639,64.2158468,203,7.7,62.53,Asia
14663,38.77102834,77.24459391,1188,1.0,29.15,Asia
14679,38.555511,21.56777679,11,23.7,91.88,Europe
14696,38.37234049,65.57278017,389,26.9,56.63,Asia
14735,37.71119059,93.40070234,2684,1.3,64.61,Asia
14765,37.28652317,96.90386863,2814,1.7,54.33,Asia
14784,37.08660021,35.24009215,56,32.6,36.78,Asia
14787,37.00573853,100.5657355,3197,3.9,47.38,Asia
14802,36.90625,28.65395927,-2,17.8,51.17,Asia
14804,36.8447876,8.390190894,22,6.3,20.07,Africa
14821,36.41832859,119.4642388,33,3.9,99.99,Asia
14845,36.01151584,88.77228377,4856,7.8,80.39,Asia
14847,35.98002631,87.3573968,4807,10.5,46.8,Asia
14871,35.7374037,86.6904562,4882,13.1,49.9,Asia
14882,35.58049561,10.9592982,-11,3.8,47.83,Africa
14891,35.43890939,132.9584166,0,9.1,79.88,Asia
14892,35.44655056,88.44175387,4815,2.7,22.21,Asia
14894,35.42741753,84.65849167,4778,6.2,59.34,Asia
14895,35.40903619,88.37396364,4815,3.2,64.77,Asia
14898,35.32825467,91.8713022,4783,3.7,53.86,Asia
14901,35.29456068,83.1162454,4889,7.6,86.02,Asia
14904,35.30681179,99.18433973,4127,14.0,47.44,Asia
14913,35.12194797,86.73359305,4793,3.2,81.87,Asia
14921,34.96026121,97.47341261,4290,3.2,10.18,Asia
14933,34.88813285,79.35647546,5202,2.3,22.52,Asia
14944,34.71396091,89.03500449,4839,13.2,42.01,Asia
14950,34.64683467,-2.96556919,206,44.8,16.31,Africa
14954,34.61899865,80.45180208,5004,10.6,97.7,Asia
14958,34.57534744,87.21958684,4919,2.3,14.58,Asia
14960,34.57588796,87.30493366,4920,7.8,38.37,Asia
14964,34.52827279,89.12267748,4818,6.2,25.21,Asia
15001,34.18929799,45.01081116,90,7.9,79.96,Asia
15004,34.07695802,45.12920107,95,1.6,10.32,Asia
15010,33.96361254,86.49603865,4909,3.5,38.83,Asia
15014,33.86499607,87.02087444,4836,2.3,67.52,Asia
15030,33.55141079,84.6027059,4582,3.3,33.01,Asia
15037,33.3599726,84.18783489,4513,2.2,35.22,Asia
15049,33.10711222,118.5096577,10,1.0,10.87,Asia
15058,33.03095825,80.5911544,4321,3.4,37.06,Asia
15063,32.97169956,86.72090498,4557,1.7,64.98,Asia
15064,33.02753445,114.2554114,52,21.3,77.81,Asia
15070,32.90278029,88.16907254,4727,3.0,48.63,Asia
15075,32.82855469,87.88629203,4756,3.7,12.52,Asia
15102,32.45542209,-7.587945002,274,31.9,86.43,Africa
15125,32.31093424,88.69147239,4607,3.7,41.12,Asia
15130,32.19839016,85.11115146,4416,5.8,46.89,Asia
15135,32.10916287,83.54428359,4340,5.8,93.44,Asia
15151,31.91405287,47.33615356,5,1.0,32.54,Asia
15160,31.86204291,83.16060713,4718,7.1,60.2,Asia
15163,31.82394735,88.2057548,4553,30.7,88.15,Asia
15169,31.71712809,90.74366501,4683,6.8,58.8,Asia
15175,31.62278307,82.34381636,4800,8.6,53.09,Asia
15176,31.59557007,47.62764444,4,1.0,89.68,Asia
15179,31.57270223,89.02119293,4534,4.9,43.36,Asia
15184,31.60938626,119.5505363,0,2.2,83.49,Asia
15188,31.52802748,-2.760484739,690,21.8,16.08,Africa
15197,31.37734321,87.90772303,4648,25.8,72.23,Asia
15217,31.21045586,120.8270705,0,1.9,42.26,Asia
15220,31.28151625,32.16958218,-2,1.2,78.21,Africa
15245,30.98086344,82.23347985,5116,10.8,58.45,Asia
15248,31.0101888,90.49492116,4729,8.3,42.5,Asia
15252,30.98341729,87.41347651,4692,7.0,70.76,Asia
15257,30.93109633,89.83964938,4658,4.8,56.08,Asia
15260,30.86149021,114.0793222,19,2.7,21.75,Asia
15265,30.76303738,84.98142176,4657,20.1,65.39,Asia
15267,30.80552911,84.79270382,4640,17.3,60.05,Asia
15268,30.80567003,117.381312,5,2.7,37.52,Asia
15269,30.82801581,117.0312888,7,3.0,26.68,Asia
15270,30.84697998,117.1117346,6,2.8,71.47,Asia
15273,30.68352675,46.64751148,0,2.1,44.16,Asia
15275,30.6845128,47.42474379,0,1.0,53.8,Asia
15276,30.63416043,82.14612718,4784,6.6,58.81,Asia
15277,30.67380575,86.22088025,4684,15.5,84.68,Asia
15278,30.60703668,86.30877687,4684,30.8,59.3,Asia
15283,30.63955105,48.14676031,-2,1.6,32.4,Asia
15293,30.5873603,48.13506236,-2,1.0,57.19,Asia
15341,29.78015183,115.6898707,12,4.4,36.26,Asia
15361,29.57621282,78.77486657,347,52.0,47.16,Asia
15367,29.35745514,116.1601697,10,3.8,12.3,Asia
15374,29.24002004,30.48618252,-14,26.0,49.78,Africa
15380,29.14843994,30.40703889,-36,26.0,50.34,Africa
15381,29.21119439,112.5084987,22,2.3,80.79,Asia
15388,29.01354902,90.43167789,4445,25.3,37.39,Asia
15389,28.93942915,112.8561482,22,1.3,13.71,Asia
15396,28.82746419,112.8177151,23,1.0,31.53,Asia
15406,28.69823229,116.3131849,12,1.5,32.21,Asia
15419,28.40741136,88.22709535,4422,13.3,49.37,Asia
15431,27.70640761,100.7894563,2692,51.3,50.03,Asia
15455,26.54477756,100.6646792,1500,41.7,74.75,Asia
15458,26.41971978,67.63115722,32,1.3,90.14,Asia
15490,25.04957492,78.3325891,299,17.3,65.6,Asia
15502,24.70681834,78.25672423,354,46.5,46.72,Asia
15520,24.1849956,87.32391224,121,9.7,63.55,Asia
15523,24.01932736,72.8697834,174,5.1,14.78,Asia
15531,23.72432075,69.98714745,-5,3.7,86.57,Asia
15536,23.57617004,74.55132262,263,9.8,42.77,Asia
15538,23.47959581,77.50053185,454,7.3,34.62,Asia
15552,23.0813916,78.02287909,343,11.6,46.63,Asia
15557,22.80139411,72.03806593,5,1.0,18.77,Asia
15606,21.31944946,78.06234401,335,12.8,61.94,Asia
15626,20.54164754,96.9188727,883,1.8,47.65,Asia
15638,19.79680142,77.37665562,439,15.3,81.78,Asia
15655,18.94051066,109.0169322,124,48.6,35.16,Asia
15696,17.25092868,103.7132756,179,13.5,38.44,Asia
15697,17.32576009,82.07255971,83,32.3,39.55,Asia
15714,16.3493354,77.67640134,316,12.3,27.56,Asia
15716,16.27250475,-3.680956983,261,2.2,85.75,Africa
15736,15.25131185,74.49170864,546,46.6,89.71,Asia
15755,14.30770671,107.8139905,509,22.9,45.37,Asia
15778,13.17315009,121.3532057,4,19.3,81.89,Asia
15839,9.617338189,14.1750245,231,5.2,41.81,Africa
15875,7.432429877,30.5806407,406,1.0,35.37,Africa
15900,6.254152992,100.8183183,100,20.5,51.02,Asia
16109,-8.892825385,13.60233908,10,4.0,23.09,Africa
16120,-10.04181956,27.2505776,873,1.0,41.88,Africa
16137,-12.98134277,30.75803925,1560,1.8,35.01,Africa
16144,-13.85222209,141.5201799,2,1.5,73.38,Oceania
16223,-17.80585232,30.53283595,1343,6.5,75.18,Africa
16225,-17.90014838,30.79166871,1366,13.2,22.81,Africa
16231,-18.65849989,16.07743909,1081,1.8,40.13,Africa
16238,-19.03255656,30.25538471,1264,12.3,21.59,Africa
16239,-19.06026666,46.80013333,1220,7.6,30.82,Africa
16252,-20.2405307,118.9581447,3,1.7,90.42,Oceania
16256,-20.51403744,26.09243334,903,1.0,27.44,Africa
16266,-21.08581699,25.54193388,905,2.8,70.55,Africa
16302,-24.04318658,113.6154955,-5,1.3,46.57,Oceania
16306,-24.3449665,35.0198388,60,2.3,15.61,Africa
16308,-24.45439426,113.5682615,-2,1.0,14.1,Oceania
16309,-24.47143826,17.7991768,1135,13.6,21.68,Africa
16311,-24.46741387,33.264387,11,2.5,54.28,Africa
16312,-24.54027507,35.05310757,0,4.5,87.94,Africa
16320,-24.76006483,34.72139527,0,12.6,28.91,Africa
16337,-25.45370504,29.28819311,1005,14.8,23.55,Africa
16342,-25.74899855,27.85827081,1164,11.7,16.88,Africa
16372,-26.98726508,32.83667337,2,13.8,30.45,Africa
16389,-27.34409519,32.68581333,19,11.5,61.35,Africa
16455,-29.43566759,30.40880439,657,12.8,22.6,Africa
16468,-29.55494181,122.326485,347,4.2,40.75,Oceania
16481,-30.04277129,122.3824883,334,2.6,36.28,Oceania
16504,-30.83071181,136.093008,117,9.5,84.53,Oceania
16506,-30.78964617,119.0868782,323,4.6,61.55,Oceania
16507,-30.91270213,119.4317999,332,4.4,46.59,Oceania
16509,-30.8983312,119.6729888,340,5.6,44.77,Oceania
16510,-30.93446387,118.8786337,319,2.1,13.84,Oceania
16511,-30.89827026,118.9671578,321,3.3,44.21,Oceania
16517,-31.16808438,136.3861674,99,3.7,56.54,Oceania
16537,-31.77218913,137.1493025,62,4.2,51.34,Oceania
16550,-32.27112786,142.5446586,60,4.2,19.95,Oceania
16551,-32.27473287,142.4651867,61,4.8,65.68,Oceania
16597,-33.34165585,117.6508358,257,6.9,44.75,Oceania
16602,-33.48569987,145.9724793,134,2.9,50.6,Oceania
16612,-34.03499146,19.24789751,306,11.7,37.02,Africa
16632,-36.55790392,145.0825953,114,9.1,44.98,Oceania
16640,-37.40572788,139.984097,0,4.2,49.82,Oceania
16649,-38.0884613,176.2723669,282,20.0,79.82,Oceania
16668,-42.10687025,147.1752238,802,14.8,45.71,Oceania
16679,-44.2318924,169.8489653,519,36.9,57.62,Oceania
16680,-44.45698381,170.2194294,362,30.0,73.44,Oceania
16688,-46.05888759,167.1004838,30,113.1,42.18,Oceania
45532,64.23611404,-96.25570596,2,6.9,7.5,North America
55447,61.47039319,-113.1827303,147,3.4,7.08,North America
56878,61.08883256,-117.253563,134,3.5,3.03,North America
63685,59.43426421,-155.9159791,14,1.4,2.15,North America
88939,53.14500453,-92.42166896,272,6.0,8.46,North America
110349,44.32999895,-97.4835957,510,2.5,7.48,North America
110510,44.15068105,-70.25056502,79,4.7,8.89,North America
113620,32.5267136,-89.91686338,89,2.6,6.66,North America
121651,-32.16012112,-52.7256565,-1,0.7,1.27,South America
130463,70.84583333,137.6197912,7,3.6,9.71,Europe
140744,67.45833333,49.84062422,14,3.1,9.61,Europe
159149,58.18362623,31.42025591,16,0.8,1.24,Europe
159153,58.18991591,31.57568778,16,0.9,1.67,Europe
162519,54.91583333,62.34368034,168,2.6,8.91,Europe
165085,52.45180216,5.319597016,-6,1.7,7.53,Europe
165102,52.43696615,13.65000026,30,6.9,6.98,Europe
166366,50.85061537,30.56366935,98,2.3,4.48,Europe
168328,48.39337036,83.66784351,386,0.8,3.44,Asia
168772,47.64961901,35.27325181,13,2.8,1.85,Europe
170156,45.99518202,59.94664677,28,1.5,3.54,Asia
170268,45.88790568,34.77053867,0,1.1,3.71,Europe
170538,45.57025106,35.06571331,0,0.9,9.2,Europe
170907,45.21290826,29.12442764,-1,1.1,9.22,Europe
171189,44.87561983,74.17499122,334,1.7,5.87,Asia
171742,43.58441772,59.69769544,50,0.9,7.5,Asia
174732,34.51943108,88.94247315,4817,1.5,2.1,Asia
174929,33.68428582,85.84113932,4675,1.8,4.22,Asia
175020,33.16676385,118.3170335,10,1.1,3.34,Asia
175886,30.73430149,117.0834386,7,1.8,4.23,Asia
176175,29.90626845,113.2775456,20,0.8,5.42,Asia
176329,29.48985591,112.8189196,18,1.8,3.22,Asia
176536,28.79041762,112.6770218,28,0.5,4.18,Asia
176548,28.77367872,112.7900158,23,0.9,2.14,Asia
177532,23.17457852,70.82440584,-1,1.0,2.31,Asia
177537,23.13455967,70.83944613,-4,2.2,7.92,Asia
183071,-24.36301378,34.96777913,58,2.7,4.73,Africa
183103,-24.73604167,34.78905352,3,6.0,7.12,Africa
184162,-30.87885838,137.8676898,29,0.7,1.79,Oceania
184370,-32.22481235,142.6125172,61,2.2,5.56,Oceania
569915,62.01198056,-109.3641417,310,1.2,0.59,North America
908304,52.09774344,-99.61090104,250,0.5,0.78,North America
1357270,45.72976807,34.98261951,-2,1.8,0.94,Europe
